Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
583185552,0.999964,1000000,583.186
707567554,0.999979,1000000,707.568
690536814,0.99997,1000000,690.537
688470250,0.999978,1000000,688.47
665271968,0.999977,1000000,665.272
