Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
11494077108,0.999538,6666666,1724.11
11571759828,0.999522,6666666,1735.76
11681116237,0.99953,6666666,1752.17
11626404139,0.999534,6666666,1743.96
11610572169,0.999535,6666666,1741.59
