Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
89127512,1,100000,891.275
99190237,1,100000,991.902
100112959,1,100000,1001.13
106736847,0.99999,100000,1067.37
103047293,1,100000,1030.47
