Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
157980262,1,66666,2369.73
154861334,1,66666,2322.94
159844452,0.999979,66666,2397.69
156906216,1,66666,2353.62
154004424,1,66666,2310.09
