Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
42424163,1,66666,636.369
43834986,1,66666,657.531
48501484,1,66666,727.53
48775466,0.999979,66666,731.639
47882218,1,66666,718.24
