Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
16576858,nan,20000,828.843
15270793,nan,20000,763.54
15798510,nan,20000,789.926
17218116,nan,20000,860.906
16099167,nan,20000,804.958
