Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
2251282611,0.999983,1000000,2251.28
2205978989,0.999971,1000000,2205.98
2218779120,0.999955,1000000,2218.78
2174350156,0.999979,1000000,2174.35
2238223018,0.999978,1000000,2238.22
