Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
63006763,nan,20000,3150.34
64886990,nan,20000,3244.35
62902820,nan,20000,3145.14
65123275,nan,20000,3256.16
64754796,nan,20000,3237.74
