Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
37032777,1,66666,555.497
39925888,0.999979,66666,598.894
42581185,1,66666,638.724
42912073,1,66666,643.688
42533004,0.999979,66666,638.001
