Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
468941652,0.99997,666666,703.413
502062369,0.999942,666666,753.094
479382445,0.99994,666666,719.074
481649253,0.999951,666666,722.475
522010722,0.999955,666666,783.017
