Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
3057296586,0.999516,6666666,458.595
2865179347,0.999533,6666666,429.777
2857314677,0.999537,6666666,428.597
2894091397,0.999532,6666666,434.114
2871984023,0.999524,6666666,430.798
