Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1370620842,nan,2000000,685.31
1444620795,nan,2000000,722.31
1406913138,nan,2000000,703.457
1337325525,nan,2000000,668.663
1354993702,nan,2000000,677.497
