Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
13226829265,0.999764,10000000,1322.68
13178801609,0.999779,10000000,1317.88
13126453469,0.999768,10000000,1312.65
13141137463,0.999776,10000000,1314.11
13085923285,0.999764,10000000,1308.59
