Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1125372460,0.999953,666666,1688.06
1116330520,0.999955,666666,1674.5
1099015382,0.999957,666666,1648.52
1137621805,0.999949,666666,1706.43
1120347127,0.999957,666666,1680.52
