Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
638796443,nan,200000,3193.98
637558159,nan,200000,3187.79
637926668,nan,200000,3189.63
641330003,nan,200000,3206.65
659507399,nan,200000,3297.54
