Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
18049126,nan,20000,902.456
14482140,nan,20000,724.107
15335327,nan,20000,766.766
14732260,nan,20000,736.613
14026166,nan,20000,701.308
