Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
6049714043,0.999543,6666666,907.457
6692708457,0.999527,6666666,1003.91
6682052701,0.999543,6666666,1002.31
6750463290,0.999529,6666666,1012.57
6693142209,0.999523,6666666,1003.97
