Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
6987721187,0.999765,10000000,698.772
7849939022,0.999775,10000000,784.994
7682654684,0.999765,10000000,768.265
7124925204,0.999773,10000000,712.493
7358028719,0.999764,10000000,735.803
