Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
2237856315,nan,2000000,1118.93
2129271724,nan,2000000,1064.64
2139318822,nan,2000000,1069.66
2134789181,nan,2000000,1067.39
2109416172,nan,2000000,1054.71
