Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
501485578,0.999957,666666,752.229
547688770,0.999936,666666,821.534
562226093,0.999942,666666,843.34
573179673,0.99994,666666,859.77
556589446,0.999961,666666,834.885
