Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
219087161,1,66666,3286.34
225221189,1,66666,3378.35
225024295,0.999979,66666,3375.4
230152040,1,66666,3452.32
220343507,1,66666,3305.19
