Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
560874755,nan,200000,2804.37
585553352,nan,200000,2927.77
571656185,nan,200000,2858.28
565490025,nan,200000,2827.45
607272964,nan,200000,3036.36
