Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
99159292,1,100000,991.593
93508879,1,100000,935.089
91789632,0.99999,100000,917.896
93994053,1,100000,939.941
93129309,1,100000,931.293
