Cycle Count,Elpased Time(s),GFLOPS
105611,4.23e-05,2.4789e+10
93571,3.75e-05,2.7962e+10
93238,3.73e-05,2.8112e+10
92891,3.72e-05,2.81875e+10
92276,3.7e-05,2.83399e+10
92560,3.7e-05,2.83399e+10
92363,3.7e-05,2.83399e+10
94420,3.78e-05,2.77401e+10
96452,3.87e-05,2.7095e+10
94043,3.77e-05,2.78137e+10
