Cycle Count,Elpased Time(s),GFLOPS
1394420,0.0005586,1.87715e+09
1023437,0.00041,2.5575e+09
1000797,0.000401,2.6149e+09
1016604,0.0004073,2.57446e+09
986570,0.0003952,2.65328e+09
1022358,0.0004096,2.56e+09
1005217,0.0004028,2.60322e+09
1051813,0.0004213,2.48891e+09
1035645,0.0004149,2.5273e+09
1011528,0.0004052,2.5878e+09
