Cycle Count,Elpased Time(s),GFLOPS
33209,1.34e-05,1.9563e+10
37560,1.5e-05,1.74763e+10
37306,1.49e-05,1.75936e+10
37862,1.52e-05,1.72463e+10
24368,9.7e-06,2.70252e+10
23896,9.6e-06,2.73067e+10
23840,9.6e-06,2.73067e+10
36502,1.47e-05,1.78329e+10
23969,9.6e-06,2.73067e+10
23490,9.5e-06,2.75941e+10
