Cycle Count,Elpased Time(s),GFLOPS
696895,0.0002792,1.50226e+10
452217,0.0001812,2.31474e+10
438793,0.0001758,2.38584e+10
444716,0.0001781,2.35503e+10
443256,0.0001775,2.36299e+10
450181,0.0001803,2.32629e+10
443340,0.0001777,2.36033e+10
453221,0.0001816,2.30964e+10
443573,0.0001777,2.36033e+10
447754,0.0001794,2.33796e+10
