Cycle Count,Elpased Time(s),GFLOPS
377717,0.0001513,1.73261e+09
399689,0.0001601,1.63738e+09
293215,0.0001175,2.23101e+09
241138,9.66e-05,2.71371e+09
241513,9.68e-05,2.7081e+09
241219,9.67e-05,2.7109e+09
241003,9.66e-05,2.71371e+09
235312,9.42e-05,2.78285e+09
238877,9.57e-05,2.73923e+09
231068,9.25e-05,2.83399e+09
