Cycle Count,Elpased Time(s),GFLOPS
1386962,0.0005557,3.01911e+10
1341831,0.0005376,3.12076e+10
1289169,0.0005165,3.24825e+10
1297526,0.0005199,3.22701e+10
2041624,0.000818,2.051e+10
1243111,0.0004981,3.36824e+10
1134650,0.0004546,3.69054e+10
1172970,0.0004699,3.57038e+10
1131640,0.0004534,3.70031e+10
1212118,0.0004856,3.45495e+10
